   1 pulls: 	0.99600000000000000000	0.00400000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
   2 pulls: 	0.99201600000000000000	0.00796800000000000000	0.00001600000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
   3 pulls: 	0.98804793600000000000	0.01190419200000000000	0.00004780800000000000	0.00000006400000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
   4 pulls: 	0.98409574425600000000	0.01580876697600000000	0.00009523353600000000	0.00000025497600000000	0.00000000025600000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
   5 pulls: 	0.98015936127897600000	0.01968191488512000000	0.00015808766976000000	0.00000063489024000000	0.00000000127488000000	0.00000000000102400000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
   6 pulls: 	0.97623872383386009600	0.02352382467069542400	0.00023618297862144000	0.00000126470135808000	0.00000000380934144000	0.00000000000611942400	0.00000000000000409600	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
   7 pulls: 	0.97233376893852465562	0.02733468426734808269	0.00032933354538973594	0.00000220437446713344	0.00000000885290950656	0.00000000002133231206	0.00000000000002855731	0.00000000000000001638	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
   8 pulls: 	0.96844443386277055699	0.03111468060603278898	0.00043735494827756932	0.00000351289115082385	0.00000001763499573707	0.00000000005665862084	0.00000000000011377233	0.00000000000000013055	0.00000000000000000007	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
   9 pulls: 	0.96457065612731947477	0.03486399961905974005	0.00056006425090859020	0.00000524825937933083	0.00000003161602035741	0.00000000012697196931	0.00000000000033995173	0.00000000000000058511	0.00000000000000000059	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
  10 pulls: 	0.96071237350281019687	0.03858282624509277899	0.00069727999238119480	0.00000746752334544787	0.00000005248259379331	0.00000000025292816286	0.00000000000084647980	0.00000000000000194258	0.00000000000000000293	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
